mpg,cylinders,displacement,horsepower,weight,acceleration,year,origin-1,origin-2,origin-3,0,0
33.0,-0.8552441147764164,-0.9823155113065057,-1.342242200202959,-1.3880097308965376,0.6642915841356802,76,0,0,1,33.0,35.290584564208984
28.0,-0.8552441147764164,-0.7041909787606105,-0.6620168077890201,-0.4078974770026979,1.099438560659068,82,1,0,0,28.0,27.837902069091797
19.0,0.32053190484711985,0.3699451469338811,-0.1126039908393001,-0.39726975376770446,-0.9312473297834039,71,1,0,0,19.0,20.974647521972656
13.0,1.496307924470656,1.1947282434492943,1.19552176380289,1.1449309734435662,-0.858722833696173,76,1,0,0,13.0,15.667130470275879
14.0,1.496307924470656,1.1947282434492943,1.19552176380289,1.4956458401983497,-0.38731360912917046,73,1,0,0,14.0,13.811179161071777
27.0,-0.8552441147764164,-0.9247725045728723,-0.42655417195342576,-1.027847999043982,0.3379313517431407,72,0,0,1,27.0,27.783782958984375
24.0,-0.8552441147764164,-0.5123809563151657,-0.32190411158205057,-0.12449152406953946,0.30166910369952465,82,1,0,0,24.0,24.699729919433594
13.0,1.496307924470656,2.3647693803665084,2.8960852448377374,2.0837131925346535,-1.6564922906557151,73,1,0,0,13.0,12.679919242858887
17.0,1.496307924470656,0.638479178357504,0.14902116008913796,1.2866339499101453,1.2444875528335297,77,1,0,0,17.0,16.103572845458984
21.0,0.32053190484711985,0.06304911102116918,-0.28266033894278486,-0.11268294269732453,0.5192425919612185,74,1,0,0,21.0,21.228252410888672
15.0,1.496307924470656,1.885244324252896,2.2420223675166424,1.0386537410936316,-2.563048491746104,70,1,0,0,15.0,14.528342247009277
38.0,-0.8552441147764164,-0.9823155113065057,-0.9759669889031457,-1.1872638475688837,-0.2060023689110927,82,0,0,1,38.0,34.97687911987305
26.0,-0.8552441147764164,-0.9823155113065057,-0.8974794436246143,-1.1990724289410986,1.7884212734877631,71,1,0,0,26.0,29.02402114868164
15.0,1.496307924470656,1.060461227737483,1.19552176380289,1.0882497828569344,-1.1125585700014817,72,1,0,0,15.0,14.869461059570312
25.0,-0.8552441147764164,-0.5123809563151657,-0.7666668681603952,-0.5059087023920819,0.5192425919612185,74,1,0,0,25.0,26.060791015625
12.0,1.496307924470656,1.8181108163969903,1.9803972165882044,2.343501982723382,-1.4751810504376373,71,1,0,0,12.0,12.268769264221191
31.0,-0.8552441147764164,-0.7809149877387885,-0.5050417172319572,-0.4669403838637726,0.22914460761229377,82,1,0,0,31.0,27.64715576171875
17.0,0.32053190484711985,-0.29179943050290397,0.5414588864817951,0.20024446366637128,-0.7136738415217107,78,0,1,0,17.0,20.111629486083984
16.0,1.496307924470656,1.9811493354756187,1.9803972165882044,1.4755712518655844,-1.6202300426120997,77,1,0,0,16.0,14.671177864074707
31.0,-0.8552441147764164,-0.9823155113065057,-0.9498044738103019,-1.1813595568827762,0.7368160802229123,82,0,0,1,31.0,34.50355911254883
22.0,-0.8552441147764164,-0.6946004776383383,-0.7405043530675515,-0.5425153046459482,0.8818650723973741,72,0,1,0,22.0,26.720504760742188
22.0,0.32053190484711985,0.043868108776624684,-0.24341656630351913,-0.16227898446062727,-0.024691128693014885,70,1,0,0,22.0,20.13603973388672
22.0,0.32053190484711985,0.3699451469338811,0.2013461902748256,-0.15991726818618426,-0.3147891130419396,82,1,0,0,22.0,22.342731475830078
33.5,-0.8552441147764164,-0.9151820034506,-0.5573667474176448,-1.0573694524745194,0.12035786348144749,77,1,0,0,33.5,29.05177116394043
18.0,1.496307924470656,1.0892327311042995,0.6722714619460141,0.6300768256149949,-1.2938698102195594,70,1,0,0,18.0,16.130603790283203
44.0,-0.8552441147764164,-0.9247725045728723,-1.3684047152958028,-0.9924222549273373,3.2751734432760014,82,0,1,0,44.0,34.475189208984375
26.0,-0.8552441147764164,-0.9151820034506,-0.37422914176773814,-0.8330064064024356,-0.024691128693014885,73,0,1,0,26.0,26.9464111328125
24.5,-0.8552441147764164,-0.4068854439701709,-0.42655417195342576,-0.2720987912222262,0.15662011152506292,77,1,0,0,24.5,24.118932723999023
18.1,0.32053190484711985,0.6192981761129595,0.41064631101757604,0.5190761607161746,-0.16974012086747725,78,1,0,0,18.100000381469727,18.75950813293457
12.0,1.496307924470656,1.9811493354756187,1.6402845203812348,2.285639933999529,-1.1125585700014817,73,1,0,0,12.0,12.590900421142578
27.0,-0.8552441147764164,-0.5123809563151657,-0.4788792021391134,-0.21305588436115147,0.011571119350600546,82,1,0,0,27.0,26.021753311157227
36.0,-0.8552441147764164,-0.8480484955946943,-0.792829383253239,-1.1695509755105613,-0.09721562478024574,82,0,1,0,36.0,33.231773376464844
23.0,1.496307924470656,1.5016242793620063,0.5414588864817951,1.0976966479547063,0.6642915841356802,79,1,0,0,23.0,16.395172119140625
24.0,-0.8552441147764164,-0.7713244866165163,-0.24341656630351913,-0.8176552506185562,-0.024691128693014885,72,0,0,1,24.0,25.74008560180664
37.2,-0.8552441147764164,-1.030268016917867,-1.0282920190888334,-1.1234975081589231,0.30166910369952465,80,0,0,1,37.20000076293945,34.266990661621094
16.0,1.496307924470656,1.9811493354756187,3.2885229712303947,1.544061023824431,-2.2004260113099483,73,1,0,0,16.0,13.54615592956543
21.0,0.32053190484711985,-0.36852343948108196,0.07053361481060655,-0.5885687719975864,-0.5686248493472483,73,1,0,0,21.0,22.126628875732422
19.2,1.496307924470656,1.070051728859755,1.0647091883386712,0.536789032774497,-0.858722833696173,78,1,0,0,19.200000762939453,17.577516555786133
16.0,1.496307924470656,1.1947282434492943,1.19552176380289,1.8038498140131596,-0.38731360912917046,75,1,0,0,16.0,13.864413261413574
29.0,-0.8552441147764164,-0.9151820034506,-0.5573667474176448,-0.8873258807146243,0.3379313517431407,74,0,1,0,29.0,28.318622589111328
26.8,0.32053190484711985,-0.1958944192801815,0.279833735553357,-0.3193331167110859,-0.9675095778270193,79,1,0,0,26.799999237060547,22.79291343688965
27.0,-0.8552441147764164,-0.9247725045728723,-1.1591045945530523,-1.3419562635448994,1.2444875528335297,71,0,1,0,27.0,31.739519119262695
18.0,-0.8552441147764164,-0.6946004776383383,0.2013461902748256,-0.0441931707384779,-0.38731360912917046,72,0,1,0,18.0,20.438610076904297
10.0,1.496307924470656,1.5975292905847287,2.8960852448377374,1.9420102160680743,-0.5686248493472483,70,1,0,0,10.0,10.731921195983887
23.0,-0.8552441147764164,-0.7041909787606105,-0.19109153611783153,-0.5484195953320556,-0.38731360912917046,72,0,0,1,23.0,24.425025939941406
36.0,-0.8552441147764164,-0.7041909787606105,-0.42655417195342576,-0.9569965108106925,-0.38731360912917046,82,0,0,1,36.0,30.55270004272461
26.0,-0.8552441147764164,-0.7425529832496995,-0.7666668681603952,-0.855442711009644,-0.5686248493472483,74,0,1,0,26.0,29.234790802001953
25.0,-0.8552441147764164,-0.6946004776383383,0.279833735553357,-0.3535780026905092,-0.7499360895653261,75,0,1,0,25.0,22.178970336914062
25.0,-0.8552441147764164,-0.8576389967169665,-0.24341656630351913,-0.7031120113080713,0.7005538321792963,70,0,1,0,25.0,24.37720489501953
25.0,-0.8552441147764164,-0.991906012428778,-0.8713169285317705,-0.8826024481657383,0.3379313517431407,75,0,1,0,25.0,30.319961547851562
22.0,-0.8552441147764164,-0.5123809563151657,-0.8451544134389267,-0.664143692779762,1.2444875528335297,71,1,0,0,22.0,25.94195556640625
34.1,-0.8552441147764164,-1.030268016917867,-1.0282920190888334,-1.1754552661966688,-0.1334778728238618,79,0,0,1,34.099998474121094,34.26834487915039
32.4,-0.8552441147764164,-0.8288674933501498,-0.8451544134389267,-0.8034849529718983,0.5192425919612185,80,0,0,1,32.400001525878906,31.49905014038086
13.0,1.496307924470656,1.9811493354756187,2.2420223675166424,1.714104595584326,-1.1125585700014817,72,1,0,0,13.0,12.560222625732422
23.5,0.32053190484711985,-0.1958944192801815,0.14902116008913796,-0.2898116632805486,-1.0762963219578663,81,1,0,0,23.5,23.785778045654297
14.0,1.496307924470656,1.9811493354756187,1.8495846411239854,1.7637006373476287,-1.4751810504376373,71,1,0,0,14.0,12.985650062561035
18.5,1.496307924470656,1.5975292905847287,1.19552176380289,1.1449309734435662,-0.9312473297834039,79,1,0,0,18.5,16.414560317993164
29.8,-0.8552441147764164,-0.5699239630487991,-0.37422914176773814,-0.30634367720164946,-0.024691128693014885,80,0,0,1,29.799999237060547,26.549583435058594
28.0,-0.8552441147764164,-0.5123809563151657,-0.37422914176773814,-0.8341872645396571,-0.024691128693014885,71,1,0,0,28.0,24.4787654876709
19.0,0.32053190484711985,0.30281163907797537,-0.24341656630351913,0.34667087268183644,0.15662011152506292,75,1,0,0,19.0,19.63178253173828
11.0,1.496307924470656,1.5016242793620063,1.9803972165882044,0.8190141275704339,-1.6564922906557151,73,1,0,0,11.0,14.478243827819824
33.0,-0.8552441147764164,-0.9823155113065057,-1.342242200202959,-1.3880097308965376,0.7005538321792963,75,0,0,1,33.0,34.946495056152344
23.0,-0.8552441147764164,-0.5123809563151657,-0.5573667474176448,-0.39136546308159703,0.5192425919612185,75,1,0,0,23.0,24.761844635009766
21.0,-0.8552441147764164,-0.7041909787606105,-0.45271668704626955,0.0101263035737108,1.4257987930516074,72,0,1,0,21.0,22.689701080322266
23.0,0.32053190484711985,0.043868108776624684,-0.24341656630351913,-0.07843805671790122,0.15662011152506292,73,1,0,0,23.0,20.700279235839844
25.0,-0.8552441147764164,-0.7713244866165163,-0.24341656630351913,-0.8766981574796309,-0.5686248493472483,71,0,0,1,25.0,25.837787628173828
23.8,-0.8552441147764164,-0.4068854439701709,-0.5050417172319572,-0.13630010544175442,0.7368160802229123,78,1,0,0,23.799999237060547,24.120784759521484
34.4,-0.8552441147764164,-0.9151820034506,-1.0282920190888334,-1.0927951965911642,0.22914460761229377,81,1,0,0,34.400001525878906,32.983001708984375
24.5,-0.8552441147764164,-0.9151820034506,-1.1591045945530523,-0.9522730782618064,2.3686172421856124,76,1,0,0,24.5,30.759174346923828
13.0,1.496307924470656,1.0892327311042995,0.6722714619460141,1.331506559124562,-0.5686248493472483,72,1,0,0,13.0,14.920350074768066
34.7,-0.8552441147764164,-0.8480484955946943,-1.0806170492745208,-0.8920493132635103,-0.2422646169547081,81,1,0,0,34.70000076293945,32.52035903930664
14.0,1.496307924470656,1.060461227737483,1.19552176380289,1.5192630029427796,-0.024691128693014885,74,1,0,0,14.0,13.827452659606934
15.0,1.496307924470656,2.2592738680215136,2.4513224882593927,1.618455086469385,-2.019114771091871,70,1,0,0,15.0,13.216200828552246
18.0,0.32053190484711985,0.6192981761129595,0.14902116008913796,-0.00994828475905459,-0.7499360895653261,71,1,0,0,18.0,19.092737197875977
25.0,0.32053190484711985,-0.11917041030200351,0.14902116008913796,-0.03002287309181998,0.30166910369952465,82,1,0,0,25.0,21.90728759765625
19.9,1.496307924470656,0.638479178357504,0.14902116008913796,0.46593754454120734,-0.024691128693014885,78,1,0,0,19.899999618530273,18.832311630249023
17.5,0.32053190484711985,0.5425741671347816,0.14902116008913796,0.6489705558105389,0.30166910369952465,77,1,0,0,17.5,18.322967529296875
28.0,-0.8552441147764164,-0.7809149877387885,-0.42655417195342576,-0.4315146397471278,1.4620610410952235,82,1,0,0,28.0,26.670516967773438
29.0,-0.8552441147764164,-0.991906012428778,-0.8974794436246143,-1.2203278754110856,-0.5686248493472483,75,0,1,0,29.0,32.00693893432617
17.0,1.496307924470656,1.070051728859755,0.6722714619460141,1.0268451597214168,-0.060953376736630316,79,1,0,0,17.0,17.07208251953125
16.0,1.496307924470656,1.060461227737483,1.19552176380289,0.5462358978722689,-1.2938698102195594,70,1,0,0,16.0,15.210491180419922
27.0,-0.8552441147764164,-0.9247725045728723,-0.42655417195342576,-0.9924222549273373,-0.38731360912917046,70,0,0,1,27.0,27.96073341369629
37.0,-0.8552441147764164,-0.9823155113065057,-0.9498044738103019,-1.1164123593355941,0.954389568484605,82,0,0,1,37.0,34.44430160522461
36.1,-0.8552441147764164,-0.9823155113065057,-1.1591045945530523,-1.38210544021043,0.30166910369952465,78,0,0,1,36.099998474121094,34.94990539550781
23.0,-0.8552441147764164,-0.7521434843719719,-0.24341656630351913,-0.3264182655344149,-0.2060023689110927,75,0,1,0,23.0,24.627443313598633
14.0,1.496307924470656,1.9811493354756187,1.8495846411239854,1.6704128445071307,-1.2938698102195594,72,1,0,0,14.0,13.288311958312988
32.8,-0.8552441147764164,-1.106992025896045,-1.3684047152958028,-1.1636466848244538,1.3895365450079915,78,0,0,1,32.79999923706055,35.056129455566406
29.9,-0.8552441147764164,-0.9151820034506,-1.0282920190888334,-0.6972077206219639,1.860945769574994,81,1,0,0,29.899999618530273,30.671409606933594
20.0,-0.8552441147764164,-0.9247725045728723,-0.42655417195342576,-0.8164743924813347,1.2444875528335297,73,0,0,1,20.0,28.162113189697266
12.0,1.496307924470656,2.2592738680215136,2.4513224882593927,2.3399594083117177,-1.4751810504376373,73,1,0,0,12.0,12.192912101745605
15.5,1.496307924470656,1.9811493354756187,2.2420223675166424,1.599561356273841,-1.2213453141323285,77,1,0,0,15.5,14.246722221374512
23.7,-1.4431321245881843,-1.1837160348742228,-0.1126039908393001,-0.6499733951331041,-1.1125585700014817,80,0,0,1,23.700000762939453,28.500764846801758
24.0,-0.8552441147764164,-0.7425529832496995,-0.7666668681603952,-0.9593582270851354,-0.024691128693014885,73,0,1,0,24.0,29.0257511138916
36.0,-0.8552441147764164,-1.0974015247737727,-1.21142962473874,-1.3525839867798928,1.099438560659068,77,0,1,0,36.0,34.24934768676758
19.0,0.32053190484711985,-0.3589329383588097,0.09669612990345035,-0.04773574515014239,-0.024691128693014885,76,0,0,1,19.0,23.22203254699707
38.0,-0.8552441147764164,-0.8480484955946943,-1.0806170492745208,-0.9983265456134447,-0.3147891130419396,82,1,0,0,38.0,32.31488037109375
29.0,-0.8552441147764164,-0.5603334619265269,-0.531204232324801,-0.5259832907248473,0.15662011152506292,82,1,0,0,29.0,27.494932174682617
21.5,0.32053190484711985,0.3603546458116088,0.279833735553357,0.3242345680746281,-0.060953376736630316,79,1,0,0,21.5,19.38930892944336
27.9,-0.8552441147764164,-0.3589329383588097,0.018208584624918932,-0.20124730298893656,-0.4235758571727859,80,1,0,0,27.899999618530273,22.99810791015625
14.0,1.496307924470656,1.1947282434492943,1.19552176380289,1.3067085382429107,-0.5686248493472483,72,1,0,0,14.0,14.480393409729004
36.1,-0.8552441147764164,-0.9151820034506,-1.0021295039959894,-1.38210544021043,-0.4235758571727859,78,1,0,0,36.099998474121094,32.60194778442383
22.0,-0.8552441147764164,-0.8192769922278775,-0.26957908139636294,-0.6983885787591854,0.3379313517431407,73,0,0,1,22.0,26.766345977783203
18.0,0.32053190484711985,0.05345860989889693,-0.19109153611783153,-0.23194961455669538,-0.024691128693014885,70,1,0,0,18.0,20.661094665527344
17.0,1.496307924470656,1.060461227737483,1.19552176380289,0.8284609926682058,-1.4751810504376373,72,1,0,0,17.0,15.337976455688477
18.0,0.32053190484711985,0.5425741671347816,0.018208584624918932,0.5769382094400277,0.15662011152506292,75,1,0,0,18.0,18.094449996948242
14.0,1.496307924470656,2.3647693803665084,2.8960852448377374,1.5842102004899616,-2.563048491746104,70,1,0,0,14.0,12.120354652404785
26.0,-0.8552441147764164,-0.9247725045728723,-1.5253798058528656,-1.340775405407678,1.7884212734877631,70,0,1,0,26.0,32.81431579589844
13.0,1.496307924470656,1.5016242793620063,1.19552176380289,2.04120229959468,-0.38731360912917046,74,1,0,0,13.0,13.907750129699707
33.0,-0.8552441147764164,-0.8480484955946943,-0.792829383253239,-0.9215707666940476,-0.4961003532600174,81,0,1,0,33.0,31.498064041137695
37.0,-0.8552441147764164,-1.0398585180401392,-1.0282920190888334,-1.1754552661966688,1.3895365450079915,81,0,0,1,37.0,34.84648513793945
32.0,-0.8552441147764164,-1.1741255337519507,-1.0282920190888334,-1.3395945472704562,1.9697325137058408,74,0,0,1,32.0,33.40845489501953
28.0,-0.8552441147764164,-0.8288674933501498,-0.4788792021391134,-0.5980156370953584,-0.024691128693014885,76,0,1,0,28.0,27.25461769104004
19.2,1.496307924470656,0.7056126862134098,0.5414588864817951,0.7493434974743658,-0.2060023689110927,79,1,0,0,19.200000762939453,18.039623260498047
32.0,-0.8552441147764164,-0.9823155113065057,-0.9759669889031457,-1.1872638475688837,0.047833367394215974,82,0,0,1,32.0,34.7923469543457
27.4,-0.8552441147764164,-0.6946004776383383,-0.6358542926961762,-0.3547588608277307,-0.2060023689110927,79,1,0,0,27.399999618530273,26.44819450378418
20.0,-0.8552441147764164,-0.5123809563151657,-0.37422914176773814,-0.664143692779762,1.4257987930516074,72,1,0,0,20.0,24.46527671813965
26.0,-0.8552441147764164,-0.9343630056951445,-0.9236419587174581,-0.9227516248312692,0.8818650723973741,72,0,1,0,26.0,29.566593170166016
20.6,0.32053190484711985,0.30281163907797537,0.14902116008913796,0.46003325385509986,0.37419359978675676,79,1,0,0,20.600000381469727,19.295366287231445
37.3,-0.8552441147764164,-0.9823155113065057,-0.9236419587174581,-0.9924222549273373,-0.3147891130419396,79,0,1,0,37.29999923706055,31.961519241333008
16.2,0.32053190484711985,-0.29179943050290397,0.7507590072245455,0.5190761607161746,0.08409561543783205,78,0,1,0,16.200000762939453,18.878999710083008
15.0,1.496307924470656,1.5016242793620063,1.0647091883386712,1.735360042054313,-0.5686248493472483,75,1,0,0,15.0,14.699446678161621
21.0,-0.8552441147764164,-0.5123809563151657,-0.8451544134389267,-0.6724096997403125,1.4257987930516074,73,1,0,0,21.0,26.756439208984375
21.0,0.32053190484711985,0.06304911102116918,-0.5050417172319572,-0.4527700862171147,0.15662011152506292,70,1,0,0,21.0,22.952526092529297
20.5,0.32053190484711985,0.06304911102116918,-0.24341656630351913,0.21795733572469367,0.954389568484605,78,1,0,0,20.5,21.289697647094727
21.0,0.32053190484711985,0.05345860989889693,-0.37422914176773814,-0.3807377398466036,-0.2060023689110927,70,1,0,0,21.0,22.08048439025879
25.4,0.32053190484711985,-0.24384692489154272,0.3059962506462008,-0.0831614892667872,-1.0762963219578663,81,0,0,1,25.399999618530273,24.213626861572266
34.1,-0.8552441147764164,-0.9823155113065057,-0.9498044738103019,-1.1636466848244538,0.15662011152506292,81,0,0,1,34.099998474121094,34.288963317871094
27.0,-0.8552441147764164,-0.4068854439701709,-0.37422914176773814,-0.02411858240571251,0.6280293360920655,82,1,0,0,27.0,24.374414443969727
36.0,-0.8552441147764164,-0.9151820034506,-0.8974794436246143,-0.9983265456134447,0.6280293360920655,82,1,0,0,36.0,31.714750289916992
31.6,-0.8552441147764164,-0.7041909787606105,-0.792829383253239,-0.396088895630483,0.990651816528221,81,0,0,1,31.600000381469727,29.832216262817383
38.1,-0.8552441147764164,-1.0014965135510503,-1.1591045945530523,-1.183721273157219,1.1719630567462989,80,0,0,1,38.099998474121094,34.93464279174805
32.0,-0.8552441147764164,-1.0590395202846836,-1.1329420794602085,-1.142391238354467,1.2444875528335297,74,0,0,1,32.0,32.84334945678711
